longitude	latitude	speed
-122.697165	45.52332	5.2
-122.697062	45.523317	1.6
-122.696417	45.52329	1.6333333333333333
-122.696043	45.52327	5.8
-122.695788	45.523255	4
-122.695652	45.523247	2
-122.695477	45.523235	2.6
-122.695028	45.523212	7
-122.694597	45.52319	6.8
-122.694237	45.523167	5.4
-122.693853	45.523145	1.5
-122.693327	45.52312	8.2
(868 rows)
